,article_id,published,type
494,728007.0,2016-08-24,newswire
495,727576.0,2016-08-19,newswire
496,725971.0,2016-08-01,newswire
497,726382.0,2016-08-06,newswire
498,727259.0,2016-08-16,newswire
499,726324.0,2016-08-05,newswire
500,726585.0,2016-08-09,newswire
501,727979.0,2016-08-25,newswire
502,728629.0,2016-08-31,newswire
503,726614.0,2016-08-09,newswire
504,714396.0,2016-03-16,news
505,717637.0,2016-04-25,news
506,726219.0,2016-08-05,news
507,726863.0,2016-08-11,newswire
508,728066.0,2016-08-25,newswire
509,610294.0,2013-11-28,news
510,654210.0,2014-03-29,news
511,727295.0,2016-08-17,news
512,727217.0,2016-08-15,newswire
513,713127.0,2016-03-02,news
514,723564.0,2016-07-01,news
515,726776.0,2016-08-10,newswire
516,727165.0,2016-08-15,newswire
517,666665.0,2014-08-26,news
518,726359.0,2016-08-06,newswire
519,667330.0,2014-09-03,news
520,715515.0,2016-04-01,news
521,725073.0,2016-07-20,newswire
522,109153.0,2011-11-11,news
523,725867.0,2016-07-30,newswire
524,726698.0,2016-08-10,news
525,673598.0,2014-11-18,news
526,633625.0,2014-01-30,news
527,655165.0,2014-04-08,news
528,666835.0,2014-08-29,news
529,725508.0,2016-07-28,news
530,433690.0,2012-06-29,news
531,673687.0,2014-11-20,news
532,678694.0,2015-01-26,news
533,725219.0,2016-07-26,news
534,726527.0,2016-08-08,newswire
535,725129.0,2016-07-20,news
536,678538.0,2015-01-22,news
537,726234.0,2016-08-04,newswire
538,721953.0,2016-06-14,news
539,726433.0,2016-08-07,newswire
540,727388.0,2016-08-17,newswire
541,727865.0,2016-08-22,newswire
542,449437.0,2012-08-17,news
543,667105.0,2014-08-30,news
544,676366.0,2014-12-26,news
545,697439.0,2015-09-01,news
546,728333.0,2016-08-28,newswire
547,725305.0,2016-07-24,news
548,725842.0,2016-07-30,news
549,705940.0,2015-12-10,news
550,713992.0,2016-03-14,news
551,713839.0,2016-03-12,news
552,727041.0,2016-08-13,newswire
553,566248.0,2013-08-08,news
554,706599.0,2015-12-16,news
555,717589.0,2016-04-25,news
556,719017.0,2016-05-11,news
557,726983.0,2016-08-12,newswire
558,727677.0,2016-08-20,news
559,666542.0,2014-08-23,news
560,726623.0,2016-08-09,newswire
561,727181.0,2016-08-15,newswire
562,727946.0,2016-08-23,newswire
563,663789.0,2014-07-15,news
564,726738.0,2016-08-14,news
565,728512.0,2016-08-30,news
566,430324.0,2012-06-14,news
567,727693.0,2016-08-20,newswire
568,727075.0,2016-08-14,newswire
569,727213.0,2016-08-15,newswire
570,689104.0,2015-06-03,news
571,683668.0,2015-03-22,news
572,689767.0,2015-06-05,news
573,703586.0,2015-11-17,news
574,724009.0,2016-07-06,news
575,727507.0,2016-08-18,newswire
576,717914.0,2016-04-29,news
577,724103.0,2016-07-08,news
578,623964.0,2014-01-09,news
579,657087.0,2014-05-15,news
580,670713.0,2014-10-16,news
581,723253.0,2016-06-27,news
582,727275.0,2016-08-16,newswire
583,728278.0,2016-08-27,newswire
584,677550.0,2015-01-10,news
585,725693.0,2016-07-30,news
586,726935.0,2016-08-12,newswire
587,564322.0,2013-07-31,news
588,627601.0,2014-01-16,news
589,726714.0,2016-08-10,newswire
590,570018.0,2013-08-22,news
591,677857.0,2015-01-14,news
592,680466.0,2015-02-12,news
593,719726.0,2016-05-19,news
594,724763.0,2016-07-18,news
595,726371.0,2016-08-06,newswire
596,726872.0,2016-08-12,newswire
597,727774.0,2016-08-21,newswire
598,725744.0,2016-07-29,news
599,726644.0,2016-08-09,newswire
600,728379.0,2016-08-29,newswire
601,276601.0,2012-01-13,news
602,725595.0,2016-07-31,news
603,726192.0,2016-08-04,newswire
604,728345.0,2016-08-28,newswire
605,668105.0,2014-09-14,news
606,688489.0,2015-05-21,news
607,692752.0,2015-07-09,news
608,682319.0,2015-12-02,news
609,721955.0,2016-06-21,news
610,722601.0,2016-06-20,news
611,660725.0,2014-06-10,news
612,668044.0,2014-09-23,news
613,671772.0,2014-10-30,news
614,692973.0,2015-07-22,news
615,703439.0,2015-11-11,news
616,725997.0,2016-08-02,newswire
617,728431.0,2016-08-29,newswire
618,170724.0,2011-12-21,newswire
619,514817.0,2013-02-24,news
620,571615.0,2013-08-22,news
621,705151.0,2015-12-01,news
622,726370.0,2016-08-06,newswire
623,728204.0,2016-08-26,newswire
624,727800.0,2016-08-22,newswire
625,685969.0,2015-04-23,news
626,698568.0,2015-09-19,news
627,713567.0,2016-03-12,news
628,721792.0,2016-06-12,news
629,724826.0,2016-07-16,news
630,727943.0,2016-08-23,newswire
631,699494.0,2015-09-27,news
632,713680.0,2016-08-31,news
633,725440.0,2016-07-25,news
634,726635.0,2016-08-09,newswire
635,728649.0,2016-08-31,newswire
636,728472.0,2016-08-30,newswire
637,469404.0,2012-10-12,news
638,719126.0,2016-05-24,news
639,674814.0,2014-12-07,news
640,725707.0,2016-07-31,news
641,727911.0,2016-08-23,newswire
642,516730.0,2013-02-01,news
643,720600.0,2016-06-07,news
644,727391.0,2016-08-17,newswire
645,667577.0,2014-09-09,news
646,686818.0,2015-04-30,news
647,724620.0,2016-07-17,news
648,727123.0,2016-08-14,newswire
649,386834.0,2012-02-09,news
650,551042.0,2013-06-15,news
651,568348.0,2013-08-12,news
652,704524.0,2015-11-24,news
653,713957.0,2016-03-14,news
654,724403.0,2016-07-11,news
655,725967.0,2016-08-01,newswire
656,728534.0,2016-08-30,newswire
657,389333.0,2012-02-17,news
658,422263.0,2012-05-10,news
659,676136.0,2014-12-30,news
660,717869.0,2016-05-09,news
661,724703.0,2016-07-28,news
662,728412.0,2016-08-29,newswire
663,697074.0,2015-08-27,news
664,723653.0,2016-07-01,newswire
665,725597.0,2016-07-28,news
666,726373.0,2016-08-06,newswire
667,726004.0,2016-08-02,newswire
668,726503.0,2016-08-08,newswire
669,727569.0,2016-08-19,newswire
670,671278.0,2014-10-24,news
671,723531.0,2016-06-30,news
672,608374.0,2013-11-28,blog
673,665359.0,2014-08-12,news
674,681588.0,2015-03-01,news
675,698134.0,2015-09-10,news
676,721934.0,2016-06-14,news
677,158288.0,2011-12-22,news
678,444533.0,2012-08-01,news
679,660421.0,2014-06-05,news
680,701502.0,2015-10-20,news
681,712932.0,2016-03-01,news
682,725609.0,2016-07-29,news
683,680796.0,2015-02-16,news
684,688591.0,2015-05-27,news
685,701878.0,2015-10-26,news
686,702509.0,2015-11-03,news
687,719081.0,2016-05-17,news
688,722651.0,2016-06-21,news
689,726156.0,2016-08-03,newswire
690,724005.0,2016-07-07,news
691,725795.0,2016-07-29,newswire
692,726666.0,2016-08-09,newswire
693,727928.0,2016-08-25,news
694,463487.0,2012-09-28,news
695,556735.0,2013-07-03,news
696,563018.0,2013-07-24,newswire
697,675618.0,2014-12-12,news
698,680214.0,2015-02-10,news
699,692306.0,2015-07-01,news
700,713688.0,2016-03-09,news
701,725606.0,2016-07-28,news
702,726847.0,2016-08-11,newswire
703,684863.0,2015-04-08,news
704,713494.0,2016-03-07,news
705,723022.0,2016-06-25,news
706,726655.0,2016-08-09,newswire
707,727882.0,2016-08-23,newswire
708,728526.0,2016-08-30,newswire
709,384450.0,2012-02-03,news
710,533203.0,2013-04-18,news
711,551538.0,2013-06-20,news
712,653738.0,2014-03-27,news
713,726049.0,2016-08-02,newswire
714,725981.0,2016-08-01,newswire
715,726537.0,2016-08-08,newswire
716,727299.0,2016-08-16,newswire
717,727171.0,2016-08-15,newswire
718,454434.0,2012-08-29,newswire
719,662288.0,2014-06-27,news
720,670397.0,2014-10-12,news
721,717930.0,2016-04-28,news
722,725528.0,2016-07-26,news
723,320638.0,2012-01-20,news
724,556766.0,2013-07-02,news
725,691941.0,2015-06-28,news
726,695118.0,2015-08-06,news
727,725019.0,2016-07-19,newswire
728,725564.0,2016-07-29,news
729,726715.0,2016-08-10,newswire
730,726723.0,2016-08-10,newswire
731,384827.0,2012-02-02,news
732,659074.0,2014-05-21,news
733,684315.0,2015-03-31,news
734,685691.0,2015-04-18,news
735,720925.0,2016-06-03,news
736,725227.0,2016-07-21,news
737,725444.0,2016-07-27,news
738,725807.0,2016-07-29,newswire
739,726520.0,2016-08-08,newswire
740,726547.0,2016-08-08,newswire
741,626805.0,2014-01-16,news
742,658667.0,2014-05-17,news
743,715325.0,2016-03-29,news
744,724790.0,2016-07-15,newswire
745,727476.0,2016-08-18,newswire
746,727917.0,2016-08-23,newswire
747,728244.0,2016-08-26,newswire
748,640121.0,2014-02-24,news
749,668138.0,2014-09-13,news
750,682360.0,2015-03-09,news
751,687557.0,2015-05-10,news
752,714899.0,2016-03-22,news
753,727019.0,2016-08-13,newswire
754,727122.0,2016-08-14,news
755,727890.0,2016-08-23,newswire
756,728348.0,2016-08-28,newswire
757,714981.0,2016-03-23,news
758,727998.0,2016-08-24,newswire
759,549273.0,2013-06-07,news
760,663723.0,2014-07-14,news
