,topic_id,count,pageviews,average,level0,level1,level2,level3,title
686,762,2,298,149.0,_Länder,Asien,Bangladesch,,Bangladesch
687,1013,2,2252,1126.0,Buvette,,,,Buvette
688,1021,2,3760,1880.0,_Zeitgeschichte,50 Jahre Frauenstimmrecht,,,50 Jahre Frauenstimmrecht
689,411,2,481,240.5,_Länder,Naher Osten,Jemen,,Jemen
690,37,2,51,25.5,_Personen,Michéline Calmy-Rey,,,Michéline Calmy-Rey
691,919,2,5746,2873.0,_Zeitgeschichte,Nationalsozialismus,,,Nationalsozialismus
692,689,2,1033,516.5,Restaurant: Küche,Küche: Regional,,,Küche: Regional
693,913,2,857,428.5,_Länder,Europa,Litauen,,Litauen
694,192,2,128,64.0,_Firmen,Ciba,,,Ciba
695,103,2,153,76.5,Region der Schweiz,Kanton Appenzell Ausserrhoden,,,Kanton Appenzell Ausserrhoden
696,390,2,907,453.5,_Personen,Claude Janiak,,,Claude Janiak
697,377,2,798,399.0,_Personen,Toni Brunner,,,Toni Brunner
698,376,2,146,73.0,_Personen,Markus Lehmann,,,Markus Lehmann
699,897,2,54,27.0,Politik,Abstimmungen & Wahlen,Abstimmungen 30. November,Ecopop,Ecopop
700,1035,1,2760,2760.0,Sport,Turnen,,,Turnen
701,1030,1,1693,1693.0,jazz,,,,jazz
702,15,1,73,73.0,Veranstaltung,Movie Veranstaltung,,,Movie Veranstaltung
703,1017,1,840,840.0,Ozeanium,,,,Ozeanium
704,1011,1,408,408.0,Muba,,,,Muba
705,60,1,4712,4712.0,Kino,Kriegsfilm Film,,,Kriegsfilm Film
706,70,1,48,48.0,Kino,Anderer Film,,,Anderer Film
707,48,1,99,99.0,Kino,Adult Film,,,Adult Film
708,761,1,21,21.0,Sport,Billard,,,Billard
709,104,1,42,42.0,Region der Schweiz,Kanton Appenzell Innerrhoden,,,Kanton Appenzell Innerrhoden
710,668,1,2264,2264.0,Restaurant: Küche,Küche: Hamburger,,,Küche: Hamburger
711,391,1,23,23.0,_Personen,Daniela Schneeberger,,,Daniela Schneeberger
712,392,1,57,57.0,_Personen,Susanne Leutenegger Oberholzer,,,Susanne Leutenegger Oberholzer
713,395,1,23,23.0,_Personen,Caspar Baader,,,Caspar Baader
714,398,1,106,106.0,Medien,Radio Basel,,,Radio Basel
715,690,1,32,32.0,Restaurant: Küche,Küche: Snacks,,,Küche: Snacks
716,682,1,712,712.0,Restaurant: Küche,Küche: Portugiesisch,,,Küche: Portugiesisch
717,680,1,972,972.0,Restaurant: Küche,Küche: Marokkanisch,,,Küche: Marokkanisch
718,678,1,388,388.0,Restaurant: Küche,Küche: Thailändisch,,,Küche: Thailändisch
719,677,1,889,889.0,Restaurant: Küche,Küche: Sushi,,,Küche: Sushi
720,676,1,3175,3175.0,Restaurant: Küche,Küche: Pizzeria,,,Küche: Pizzeria
721,674,1,2448,2448.0,Restaurant: Küche,Küche: Mexikanisch,,,Küche: Mexikanisch
722,664,1,674,674.0,Restaurant: Küche,Küche: Französisch,,,Küche: Französisch
723,382,1,466,466.0,_Personen,Christian Levrat,,,Christian Levrat
724,428,1,41,41.0,_Firmen,Ricola,,,Ricola
725,633,1,87,87.0,_Länder,Afrika,Südsudan,,Südsudan
726,621,1,385,385.0,_Personen,Sam Keller,,,Sam Keller
727,444,1,27,27.0,_Personen,Pierre-Yves Maillard,,,Pierre-Yves Maillard
728,450,1,118,118.0,_Länder,Afrika,Kongo,,Kongo
729,459,1,68,68.0,Digital,Wikileaks,,,Wikileaks
730,461,1,115,115.0,_Länder,Nordamerika,Kanada,,Kanada
731,464,1,522,522.0,_Länder,Europa,Tschechien,,Tschechien
732,565,1,22,22.0,Unglücksfälle und Verbrechen,Überschwemmungen,,,Überschwemmungen
733,498,1,36,36.0,_Zeitgeschichte,WEF,,,WEF
734,517,1,25,25.0,Sport,Formel 1,,,Formel 1
735,383,1,22,22.0,_Personen,Urs Schwaller,,,Urs Schwaller
736,378,1,43,43.0,_Personen,Cédric Wermuth,,,Cédric Wermuth
737,120,1,43,43.0,Region der Schweiz,Kanton Thurgau,,,Kanton Thurgau
738,791,1,22,22.0,_Textformen & feste Rubriken,Kimstedt liest,,,Kimstedt liest
739,122,1,66,66.0,Region der Schweiz,Kanton Waadt,,,Kanton Waadt
740,983,1,143,143.0,Partner,Partner: Buy-Local,,,Partner: Buy-Local
741,980,1,398,398.0,Sport,EHC Basel,,,EHC Basel
742,945,1,52,52.0,_Länder,Europa,Kasachstan,,Kasachstan
743,908,1,23,23.0,Partner,Unabhängig mobil: Catch a car,,,Unabhängig mobil: Catch a car
744,901,1,2042,2042.0,Sport,Tennis,Davis Cup,,Davis Cup
745,805,1,109,109.0,_Quartiere,Breite,Autobahn,Schwarzwaldbrücke,Schwarzwaldbrücke
746,802,1,528,528.0,Medien,WOZ,,,WOZ
747,798,1,25,25.0,Politik,Abstimmungen & Wahlen,Abstimmungen vom 24. November,,Abstimmungen vom 24. November
748,797,1,832,832.0,_Länder,Europa,Lettland,,Lettland
749,792,1,70,70.0,Gotthelf,,,,Gotthelf
750,787,1,252,252.0,_Länder,Südamerika,Ecuador,,Ecuador
751,692,1,239,239.0,Restaurant: Küche,Küche: Andere,,,Küche: Andere
752,273,1,37,37.0,_Zeitgeschichte,Occupy-Bewegung,,,Occupy-Bewegung
753,780,1,218,218.0,Gesellschaft,Physik,,,Physik
754,752,1,27387,27387.0,_Länder,Naher Osten,Jordanien,,Jordanien
755,316,1,681,681.0,_Länder,Europa,Schweden,,Schweden
756,737,1,150,150.0,Sport,Fussball,Euro 2020,,Euro 2020
757,705,1,2448,2448.0,Restaurant: Ambiente,Ambiente: American Restaurant,,,Ambiente: American Restaurant
758,704,1,397,397.0,Restaurant: Ambiente,Ambiente: Rustikal,,,Ambiente: Rustikal
759,701,1,674,674.0,Restaurant: Ambiente,Ambiente: Trendy,,,Ambiente: Trendy
760,697,1,299,299.0,Restaurant: Ambiente,Ambiente: Gourmet,,,Ambiente: Gourmet
761,695,1,109,109.0,Restaurant: Ambiente,Ambiente: Elegant,,,Ambiente: Elegant
762,372,1,1351,1351.0,_Personen,Beat Jans,,,Beat Jans
763,1050,1,41,41.0,_Länder,Südamerika,Kolumbien,,Kolumbien
